Date,Product,Quantity,Price
2025-08-26,Wheat Organic,1706.0,30.65
2025-11-09,Mangoes,113.3,63.47
2024-02-08,Cabbage,564.2,33.1
2023-07-10,Rice Premium,520.9,30.63
2025-08-10,Pineapple,110.9,71.36399999999999
2025-01-03,Apples Green,205.4,46.67
2025-08-14,Potatoes Sweet,452.0,24.28
2024-05-12,Cabbage,146.3,32.26
2024-11-16,Rice Premium,1062.2,59.08
2023-07-02,Spinach,365.9,24.01
2025-04-17,Pears,356.2,82.86
2024-09-01,Tomatoes Fresh,402.0,22.52
2023-05-30,Grapes Green,206.3,77.55
2023-04-30,Onions Red,220.2,20.616
2025-02-19,Milk Almond,167.2,173.664
2025-11-06,Rice Premium,1184.9,56.21
2023-02-06,Corn Yellow,1380.7,54.33
2025-02-01,Eggplant,387.3,31.06
2025-09-17,Spinach,129.1,35.3
2025-03-23,Rice Premium,872.8,58.62
2025-03-11,Eggs,482.3,47.67
2024-06-12,Yogurt Greek,431.4,136.272
2024-09-03,Grapes Green,54.2,63.44
2025-08-24,Cheese Cheddar,40.4,64.02
2025-05-27,Corn White,2002.2,52.19
2025-06-01,Wheat Organic,1738.0,57.74
2025-11-25,Cream,310.0,122.14
2024-11-22,Yogurt Greek,286.6,33.55
2024-12-03,Yogurt Strawberry,489.7,134.07
2025-06-02,Quinoa,1935.6,48.1
2024-06-05,Blueberries,296.2,57.864
2024-06-17,Quinoa,1100.1,36.43
2024-02-02,Peppers Bell,412.4,39.48
2025-11-06,Strawberries,377.4,84.57
2023-11-08,Zucchini,498.8,17.18
2024-02-07,Eggs,285.1,97.33
2025-08-16,Rice Basmati,1271.3,56.38
2023-10-13,Tomatoes Cherry,110.7,38.148
2023-11-28,Blueberries,407.2,81.516
2025-12-30,Bananas,340.2,62.75
2023-12-05,Tomatoes Fresh,471.5,25.22
2024-01-19,Barley,1241.8,32.82
2024-03-27,Eggplant,163.7,16.38
2024-11-24,Potatoes,584.4,37.37
2024-09-25,Apples Red,273.4,80.48
2023-10-16,Milk Fresh,103.1,132.04
2024-11-08,Corn Yellow,1220.7,30.41
2025-06-12,Corn White,1398.6,47.14
2025-04-20,Eggplant,281.9,28.52
2023-02-19,Potatoes,423.7,35.4
2024-10-27,Yogurt Greek,288.7,150.22799999999998
2023-08-26,Cheese Mozzarella,75.8,26.35
2023-10-07,Cauliflower,319.2,21.59
2025-03-18,Tomatoes Cherry,561.2,47.016
2024-02-13,Zucchini,319.8,35.59
2024-05-14,Bananas,173.8,62.47
2025-03-26,Butter,266.5,93.89
2024-01-15,Cheese Cheddar,420.4,79.95
2025-09-23,Strawberries,128.1,66.09
2025-03-22,Cabbage,416.1,24.12
2024-10-09,Oranges Navel,190.6,80.58
2023-03-24,Barley,1991.0,36.59
2024-08-02,Lettuce,291.4,38.77
2025-05-11,Oats,2189.3,48.86
2024-12-12,Rice Basmati,531.3,38.19
2024-04-06,Tomatoes Cherry,285.9,27.9
2024-02-06,Lettuce,470.5,27.384
2024-10-05,Peppers Bell,340.3,16.46
2024-10-14,Cheese Feta,195.2,64.16
2023-08-01,Milk Almond,312.0,163.22400000000002
2024-07-17,Peppers Bell,261.3,21.96
2025-05-09,Corn White,1867.7,48.89
2023-06-09,Blueberries,430.0,73.12
2023-06-13,Wheat Durum,1227.0,43.11
2025-03-22,Bananas,63.0,46.31
2023-08-10,Butter,226.4,43.71
2024-12-28,Rice Premium,1304.6,53.1
2023-03-23,Milk Fresh,256.7,82.87
2025-09-01,Wheat Durum,1607.6,57.336
2023-03-23,Wheat Organic,756.7,47.18
2024-07-25,Apples Red,111.4,65.93
2025-03-07,Oranges Navel,134.5,73.32
2023-12-10,Wheat Organic,1112.3,39.59
2025-12-19,Oats,763.3,51.87
2024-01-27,Peaches,518.8,115.78799999999998
2024-02-02,Corn White,716.2,30.06
2024-07-24,Strawberries,316.8,85.76
2023-04-05,Soybeans,1663.7,53.35
2025-07-30,Wheat Organic,788.6,47.208000000000006
2025-09-14,Potatoes,258.0,23.556
2025-03-24,Apples Red,342.8,80.484
2023-12-25,Wheat Organic,1017.7,59.08
2024-07-14,Eggs,352.2,92.75
2025-06-05,Barley,1178.8,49.6
2025-06-26,Lettuce,547.1,38.04
2024-12-11,Oats,1019.2,37.45
2024-06-23,Cucumbers,191.4,16.75
2023-09-23,Tomatoes Cherry,227.8,34.692
2025-02-26,Lettuce,214.5,34.6
2023-12-31,Onions Red,203.6,17.49
2023-10-21,Cabbage,298.9,33.72
2025-10-25,Cauliflower,329.0,21.07
2023-10-13,Plums,350.7,106.632
2024-05-16,Lettuce,179.5,33.29
2023-05-28,Eggs,378.3,90.37
2023-12-15,Grapes Red,383.5,82.24
2024-10-16,Grapes Red,303.4,68.62
2025-08-16,Milk Fresh,188.5,90.32
2025-04-30,Cabbage,330.5,23.84
2024-07-12,Pears,67.8,91.02
2024-05-02,Potatoes,594.6,23.38
2025-03-07,Potatoes Sweet,279.8,30.86
2023-06-10,Yogurt Plain,294.6,59.7
2025-06-14,Onions White,534.2,27.19
2024-01-05,Oats,1718.4,61.51199999999999
2024-07-14,Pears,126.8,89.05199999999999
2023-07-19,Rice Premium,1078.8,40.64
2023-09-11,Cheese Mozzarella,236.7,90.16
2024-08-01,Eggs Organic,383.0,59.08
2024-09-05,Soybeans,1042.2,39.64
2025-05-11,Rice Premium,976.9,56.35
2024-06-04,Yogurt Greek,306.0,29.8
2024-06-11,Raspberries,273.7,42.51
2023-01-21,Raspberries,380.9,92.47
2023-06-16,Cabbage,683.4,20.76
2024-11-24,Rice Basmati,654.1,58.12
2025-12-01,Oranges,337.3,75.41
2023-02-25,Apples Red,125.6,53.64
2024-03-25,Grapes Green,90.8,50.688
2024-10-12,Oats,2040.8,44.51
2025-03-02,Yogurt Plain,157.5,45.41
2023-09-29,Raspberries,154.9,54.684
2023-09-27,Blueberries,245.5,40.08
2023-03-19,Strawberries,359.9,43.92
2024-08-10,Carrots,435.8,17.08
2025-09-02,Yogurt Strawberry,44.1,173.856
2023-07-21,Eggplant,100.2,37.01
2025-05-05,Rice Premium,1875.3,36.34
2023-02-03,Quinoa,1367.9,40.82
2024-07-17,Yogurt Greek,52.3,43.83
2023-01-02,Barley,1932.3,41.66
2023-07-05,Oranges,264.3,80.52
2024-09-01,Corn Yellow,1836.7,52.36
2024-02-23,Apples Green,343.1,94.27
2023-02-23,Potatoes,517.9,29.568
2025-08-31,Rice Premium,569.2,67.584
2025-01-22,Cheese Mozzarella,100.8,70.58
2024-06-19,Soybeans,1897.5,57.45
2023-06-16,Eggs,317.5,88.85
2025-12-11,Corn Yellow,1747.1,66.264
2023-11-09,Milk Almond,391.9,31.308
2025-03-17,Blueberries,167.7,61.75
2023-07-27,Rice Premium,942.1,34.06
2024-10-10,Rice Basmati,1138.9,49.7
2025-09-01,Soybeans,910.7,40.62
2023-02-11,Grapes Green,158.5,74.988
2023-09-15,Spinach,445.0,24.49
2024-05-23,Oranges,372.4,66.37
2024-06-01,Rice Premium,1766.2,45.67
2023-09-06,Soybeans,1547.9,37.05
2025-05-31,Oats,2011.8,36.07
2023-11-24,Oranges,310.8,92.15
2025-11-06,Lettuce,150.0,37.332
2023-03-29,Cheese Mozzarella,498.8,80.21999999999998
2025-07-16,Oranges,229.7,117.492
2025-04-25,Wheat Organic,1336.0,56.6
2025-04-15,Yogurt Greek,226.2,114.19
2023-04-09,Pears,344.0,50.61
2024-07-16,Yogurt Strawberry,295.2,68.59
2024-03-21,Spinach,486.0,34.7
2023-07-19,Onions Red,305.6,26.63
2023-12-19,Potatoes Sweet,276.9,34.79
2023-11-12,Rice Basmati,1331.0,52.51
2025-01-26,Soybeans,1411.7,34.69
2025-02-27,Quinoa,1112.7,39.53
2024-01-30,Yogurt Greek,395.8,39.264
2023-07-10,Soybeans,762.9,40.464
2024-08-31,Oats,899.7,59.81
2024-02-21,Wheat Durum,744.4,39.73
2025-09-29,Corn White,608.8,57.37
2024-07-27,Eggs,142.9,51.24
2023-02-02,Cucumbers,402.9,17.83
2023-07-11,Spinach,134.8,30.264
2025-08-05,Corn White,1031.2,30.1
2025-04-25,Tomatoes Fresh,550.6,32.56
2023-02-07,Milk Almond,397.6,124.27
2025-06-19,Soybeans,1641.0,53.25
2025-10-11,Potatoes,458.0,30.58
2025-02-20,Strawberries,354.8,67.96
2025-11-30,Cheese Mozzarella,312.4,138.15599999999998
2023-04-08,Milk Fresh,216.4,56.62
2023-04-19,Cream,256.9,83.3
2024-08-04,Pears,62.8,84.696
2023-04-29,Yogurt Plain,34.3,107.19
2023-08-22,Butter,256.8,28.72
2024-08-23,Peppers Bell,137.9,18.91
2023-02-16,Corn Yellow,1727.8,33.57
2024-02-18,Soybeans,1003.4,52.212
2025-06-22,Plums,220.8,93.47
2023-12-09,Tomatoes Fresh,438.9,33.39
2023-03-17,Zucchini,538.2,16.33
2024-06-03,Carrots,376.9,34.75
2023-05-29,Apples Green,189.5,77.78
2023-08-27,Oranges,259.2,87.55
2025-09-10,Wheat Organic,1258.0,55.01
2024-04-01,Spinach,488.9,39.38
2024-01-03,Barley,684.8,36.88
2023-01-14,Zucchini,384.9,25.9
2025-12-30,Butter,351.6,83.92
2023-04-11,Corn Yellow,1266.1,51.39
2024-08-08,Plums,107.0,96.33
2024-09-27,Cream,406.0,67.65
2024-11-19,Milk Fresh,444.1,40.14
2023-01-20,Raspberries,481.4,82.23
2023-03-30,Cucumbers,532.4,25.78
2023-08-02,Barley,1350.9,50.66
2025-10-29,Cream,123.8,141.792
2025-04-17,Oranges,85.5,87.29
2023-05-21,Yogurt Strawberry,60.7,139.2
2023-09-27,Soybeans,701.0,48.87
2025-04-30,Barley,1722.0,59.78
2024-07-26,Oranges Navel,160.9,77.1
2024-09-10,Oranges,327.0,41.8
2025-12-07,Barley,1318.0,71.808
2023-08-23,Lettuce,369.8,20.23
2025-05-08,Carrots Baby,334.8,25.85
2025-04-04,Grapes Red,157.7,97.07
2025-05-25,Soybeans,1892.5,33.76
2025-06-14,Apples Red,205.1,97.46
2024-07-27,Grapes Green,368.1,97.54
2025-11-22,Cabbage,359.8,36.76
2025-06-27,Mangoes,237.7,73.392
2024-12-16,Pears,214.9,50.79
2025-05-17,Corn White,1322.5,39.816
2025-11-01,Onions Red,584.1,15.5
2023-04-09,Apples Green,344.6,93.14
2025-01-19,Oranges Navel,453.5,85.17
2024-11-21,Apples Green,413.2,51.2
2025-09-06,Corn Yellow,1976.4,49.36
2025-03-03,Bananas,129.4,94.16
2025-11-18,Eggplant,425.3,29.11
2025-02-04,Butter,320.2,90.64
2023-04-24,Barley,912.0,39.43
2024-09-02,Rice Premium,1542.2,35.98
2025-04-11,Oats,1993.5,36.7
2024-06-03,Onions Red,658.4,27.11
2024-05-27,Yogurt Strawberry,32.6,32.62
2024-09-03,Peaches,349.1,77.38
2025-04-26,Mangoes,191.9,95.22
2024-03-27,Peaches,298.5,52.7
2023-10-13,Yogurt Plain,136.4,62.1
2025-05-02,Tomatoes Cherry,164.8,25.8
2023-08-15,Yogurt Plain,429.0,116.5
2025-04-26,Oats,815.3,57.7
2024-06-09,Milk Fresh,496.3,47.89
2025-05-30,Tomatoes Cherry,373.0,37.25
2024-10-19,Mangoes,152.9,52.58
2024-02-19,Broccoli,454.1,23.87
2023-04-25,Cream,431.7,64.16
2023-06-15,Cucumbers,271.4,30.1
2025-01-24,Butter,33.3,143.664
2024-01-18,Corn White,739.6,31.93
2024-09-06,Pineapple,366.0,91.78
2024-07-24,Soybeans,1890.7,42.12
2024-03-14,Soybeans,1731.1,34.21
2025-01-28,Carrots Baby,343.7,30.38
2023-03-10,Oranges Navel,389.6,85.06
2025-12-25,Pears,186.7,82.2
2024-03-13,Grapes Red,151.0,53.68
2023-03-15,Rice Basmati,929.3,30.24
2024-07-13,Wheat Durum,1399.0,44.508
2023-02-07,Strawberries,108.7,71.28
2024-05-14,Rice Basmati,2335.0,57.4
2023-05-04,Milk Fresh,420.4,30.83
2023-04-15,Pears,138.7,78.64800000000001
2024-04-12,Peaches,158.9,64.83
2023-06-03,Barley,1022.9,40.0
2025-07-31,Rice Basmati,1771.2,55.36
2024-08-04,Cheese Mozzarella,377.4,129.096
2024-02-06,Yogurt Greek,421.0,161.784
2025-01-08,Cabbage,722.8,29.76
2024-02-08,Apples Red,360.8,81.4
2025-03-18,Wheat Organic,894.7,38.13
2024-05-13,Milk Almond,154.2,132.0
2023-01-01,Rice Premium,976.2,40.96
2024-10-09,Pears,321.6,95.4
2024-06-19,Eggplant,381.1,36.1
2023-10-12,Milk Almond,280.7,83.53
2024-05-02,Grapes Red,274.5,94.0
2023-02-17,Corn Yellow,673.7,51.23
2025-02-22,Eggs Organic,487.8,67.83
2024-04-08,Milk Fresh,407.4,108.75
2023-09-25,Milk Almond,63.1,50.42
2025-08-15,Potatoes Sweet,411.1,28.4
2025-11-12,Rice Basmati,1162.4,60.408
2025-04-17,Yogurt Greek,348.4,171.252
2024-03-17,Grapes Green,198.7,49.93
2025-01-03,Yogurt Greek,300.2,56.53
2025-03-24,Peaches,151.3,61.572
2025-07-14,Eggs,323.6,73.03
2025-07-03,Bananas,138.5,73.8
2024-10-22,Cheese Cheddar,103.5,96.91
2024-02-03,Soybeans,727.0,43.2
2023-08-30,Pineapple,146.0,61.728
2023-06-18,Butter,160.7,64.5
2025-03-31,Lettuce,402.5,35.25
2024-11-25,Potatoes,497.1,30.42
2023-09-09,Eggs,131.3,88.27
2025-08-23,Milk Almond,194.5,127.01
2023-09-30,Quinoa,1562.9,49.43
2024-01-11,Corn Yellow,1622.1,33.99
2024-03-26,Grapes Red,350.3,95.57
2023-02-09,Corn Yellow,1453.1,38.88
2024-06-18,Lettuce,324.8,17.58
2024-02-10,Bananas,366.4,46.69
2024-05-12,Oranges,183.5,44.95
2024-02-07,Cauliflower,108.6,38.03
2024-01-09,Milk Almond,188.5,90.85
2025-04-03,Eggs Organic,97.1,40.36
2024-08-18,Corn White,537.3,47.86
2025-07-02,Grapes Green,353.8,72.64
2023-07-08,Corn White,1654.4,40.992
2025-01-16,Broccoli,758.6,30.73
2024-11-04,Cheese Cheddar,444.8,32.55
2025-04-10,Cauliflower,116.4,26.22
2023-10-08,Cheese Mozzarella,471.0,28.84
2023-06-27,Rice Premium,1508.2,52.34
2023-04-10,Blueberries,381.3,44.01
2023-11-09,Cream,193.0,27.06
2024-09-17,Yogurt Plain,463.3,92.75
2023-09-08,Barley,1989.2,55.788
2023-12-28,Onions White,157.7,18.69
2025-08-06,Onions Red,216.7,33.89
2024-06-05,Pineapple,349.1,90.58
2025-04-10,Mangoes,201.8,78.24
2025-06-01,Apples Red,461.3,74.652
2025-05-06,Butter,356.9,94.47
2024-09-07,Quinoa,1538.5,41.58
2025-12-07,Grapes Red,157.6,66.69
2024-01-30,Cauliflower,398.4,26.916
2023-10-26,Onions Red,330.9,47.604
2025-06-02,Carrots Baby,138.7,15.52
2025-04-25,Pineapple,284.4,115.872
2023-01-17,Broccoli,502.8,22.032
2023-08-04,Potatoes Sweet,180.9,27.96
2025-08-30,Lettuce,304.8,20.93
2023-05-20,Strawberries,153.8,100.8
2024-07-30,Rice Premium,1290.9,46.73
2023-10-07,Tomatoes Cherry,156.7,24.996
2025-07-27,Eggs,461.5,66.04
2023-03-20,Carrots,435.2,16.45
2024-04-10,Eggs,143.9,83.0
2024-11-12,Onions White,346.4,15.24
2024-12-17,Eggs Organic,189.5,108.43
2024-08-28,Milk Fresh,381.2,38.59
2025-05-03,Yogurt Strawberry,95.9,27.03
2025-02-21,Corn White,1566.4,37.59
2024-02-18,Pears,82.8,57.35
2024-11-03,Eggs Organic,263.2,148.5
2023-10-05,Zucchini,448.9,34.2
2023-10-25,Grapes Red,92.7,55.32
2025-01-10,Raspberries,480.7,70.6
2023-12-07,Bananas,257.3,69.01
2025-12-22,Eggs,162.8,44.95
2024-08-25,Cabbage,238.2,37.96
2023-09-18,Barley,1727.1,59.32
2024-03-17,Oranges,356.0,89.27
2024-08-10,Zucchini,541.7,21.02
2025-10-08,Spinach,406.7,17.32
2025-12-05,Strawberries,269.0,81.3
2025-06-26,Mangoes,77.9,60.81
2025-06-26,Raspberries,310.7,95.21999999999998
2025-11-15,Yogurt Strawberry,229.8,50.47
2024-07-08,Yogurt Plain,421.7,81.18
2024-01-30,Potatoes,549.4,24.03
2025-01-16,Bananas,235.0,83.22
2023-04-04,Cucumbers,293.7,33.74
2023-01-28,Pineapple,204.9,90.708
2024-03-27,Plums,100.6,95.35
2023-07-12,Wheat Durum,906.8,59.31
2024-06-16,Zucchini,572.6,19.72
2025-11-13,Quinoa,1021.7,47.38
2025-01-25,Barley,1654.0,33.27
2023-07-24,Cheese Mozzarella,293.9,33.91
2023-09-12,Quinoa,1780.9,36.816
2023-11-04,Oranges,79.3,55.24
2023-10-15,Carrots,387.4,23.78
2024-02-20,Wheat Organic,1976.2,50.064
2025-06-23,Apples Red,273.2,93.06
2025-04-27,Peaches,137.8,59.6
2024-12-31,Eggs Organic,402.4,75.45
2024-12-22,Broccoli,344.6,17.7
2025-10-16,Potatoes Sweet,576.7,16.3
2023-09-04,Rice Premium,559.6,53.92
2024-07-07,Grapes Red,208.7,95.03
2024-12-05,Cheese Feta,360.2,122.112
2024-12-21,Milk Almond,73.8,156.708
2023-05-30,Grapes Green,322.4,83.34
2024-11-08,Eggs,260.7,106.06
2025-03-27,Soybeans,1178.4,50.54
2023-12-24,Yogurt Plain,417.0,112.848
2025-04-27,Rice Basmati,1445.4,34.31
2025-08-31,Cream,230.8,90.44
2023-11-03,Yogurt Plain,355.4,66.38
2023-02-25,Eggplant,304.3,38.54
2025-09-17,Milk Fresh,455.8,81.35
2024-12-13,Soybeans,1398.5,59.43
2024-12-17,Potatoes,508.5,33.95
2025-04-25,Peppers Bell,260.0,19.01
2024-01-13,Oranges,507.8,52.78
2025-12-22,Oranges Navel,260.9,82.51
2024-03-21,Broccoli,368.8,31.7
2025-07-02,Bananas,156.2,54.6
2024-10-21,Milk Fresh,428.6,148.06
2025-10-25,Soybeans,854.1,36.768
2025-04-03,Cream,437.8,27.04
2024-03-03,Yogurt Strawberry,227.7,118.44
2025-02-04,Yogurt Greek,450.1,41.07
2024-03-08,Yogurt Plain,87.5,110.05
2025-09-25,Bananas,92.2,87.92
2025-03-19,Bananas,229.2,43.67
2024-11-10,Grapes Red,369.5,59.08
2025-09-15,Grapes Green,200.6,82.61
2025-04-11,Wheat Organic,1066.3,56.61
2025-02-08,Pears,81.8,43.26
2023-09-29,Rice Premium,1407.1,31.09
2025-05-18,Oranges,302.5,42.75
2024-08-04,Grapes Red,68.5,95.628
2024-04-01,Cucumbers,191.8,37.22
2024-03-02,Cheese Feta,80.5,82.11
2024-11-24,Spinach,674.4,46.440000000000005
2023-07-16,Rice Basmati,1928.4,71.79599999999999
2023-10-30,Onions White,400.3,32.6
2023-08-19,Lettuce,129.2,20.43
2024-02-14,Eggs Organic,89.5,74.69
2024-08-25,Cauliflower,386.1,26.23
2025-05-21,Broccoli,275.3,35.77
2023-02-26,Quinoa,1064.8,57.59
2025-08-29,Raspberries,221.7,50.61
2023-05-21,Eggs Organic,414.2,120.22
2025-11-23,Pineapple,192.3,91.72
2023-07-11,Cucumbers,126.5,20.39
2023-10-27,Lettuce,148.5,20.27
2024-04-01,Spinach,374.6,30.672
2025-11-03,Broccoli,567.8,23.93
2025-07-16,Milk Almond,358.6,113.37
2023-01-18,Oranges,148.9,75.93
2025-06-13,Onions Red,259.1,24.34
2023-03-25,Pears,267.8,54.22
2024-07-14,Potatoes,564.0,32.304
2023-02-01,Blueberries,122.9,41.09
2023-04-08,Quinoa,1607.5,68.652
2023-12-16,Wheat Organic,1815.7,42.432
2024-01-22,Plums,165.8,49.764
2025-05-13,Carrots Baby,321.8,25.58
2023-01-07,Grapes Red,107.1,62.81
2024-01-22,Butter,197.8,56.844
2025-11-05,Grapes Green,302.4,92.21
2025-09-22,Yogurt Strawberry,344.3,106.884
2024-12-01,Rice Basmati,998.6,50.25
2023-02-11,Onions White,375.2,28.932
2024-07-26,Cheese Cheddar,140.0,148.51
2024-01-23,Yogurt Plain,495.3,48.47
2025-04-16,Zucchini,469.5,35.23
2023-01-15,Tomatoes Fresh,591.3,35.03
2023-06-08,Butter,468.8,106.24
2025-05-15,Blueberries,332.7,97.41
2023-08-24,Cauliflower,512.0,17.33
2023-03-01,Tomatoes Fresh,288.0,22.56
2024-05-11,Soybeans,2288.6,49.752
2025-02-13,Peaches,114.6,97.8
2025-09-28,Barley,1725.9,49.59
2023-02-22,Potatoes Sweet,121.1,18.96
2023-02-10,Eggs Organic,467.2,85.3
2023-07-12,Eggs Organic,429.6,118.09199999999998
2023-11-15,Grapes Red,347.1,71.26
2025-05-20,Wheat Durum,905.4,31.37
2025-09-14,Broccoli,304.0,35.279999999999994
2024-08-26,Blueberries,291.0,87.38
2024-11-01,Soybeans,1753.6,30.63
2025-04-23,Eggs,183.1,37.39
2023-06-15,Potatoes,377.1,31.25
2023-08-29,Eggs,329.0,126.78
2025-11-24,Wheat Durum,1033.9,52.392
2025-06-09,Oranges,125.6,109.2
2023-09-14,Yogurt Plain,233.1,32.315999999999995
2023-09-01,Blueberries,93.6,44.44
2025-11-17,Cheese Mozzarella,206.7,26.78
2024-02-01,Carrots,370.1,28.63
2023-02-09,Rice Basmati,1216.0,44.82
2024-04-24,Potatoes,561.7,16.74
2025-04-22,Barley,1253.8,39.97
2025-09-17,Spinach,474.9,45.492
2023-12-07,Yogurt Plain,165.6,142.176
2024-04-18,Bananas,381.6,65.268
2023-12-28,Soybeans,699.9,47.172
2023-10-31,Corn Yellow,1508.0,54.65
2024-07-26,Rice Premium,1437.9,34.73
2023-03-30,Rice Premium,1293.2,54.15
2023-12-20,Cauliflower,554.4,36.47
2024-09-03,Plums,201.8,72.708
2023-01-04,Peppers Bell,513.9,19.66
2024-09-15,Corn Yellow,592.9,51.54
2023-01-25,Oranges Navel,455.9,65.2
2024-01-13,Pears,514.3,49.05
2023-07-26,Tomatoes Cherry,147.3,26.97
2024-11-19,Cabbage,733.0,24.99
2025-05-06,Cabbage,140.8,39.72
2023-03-31,Oranges Navel,87.5,65.52
2023-03-28,Barley,1957.8,64.74
2025-07-11,Spinach,435.6,22.31
2023-03-19,Mangoes,227.9,40.03
2024-06-04,Barley,1199.0,55.87
2023-03-06,Cheese Mozzarella,272.3,40.1
2023-08-23,Cream,301.3,103.79
2024-10-14,Cheese Feta,353.0,42.63
2025-11-01,Bananas,135.8,56.83
2025-07-26,Apples Red,242.4,42.59
2025-07-24,Wheat Durum,1310.8,39.74
2023-08-21,Milk Almond,452.8,113.96
2023-06-20,Corn Yellow,1240.0,59.17
2025-06-03,Eggs,309.3,148.9
2025-05-07,Yogurt Greek,97.4,35.02
2024-12-05,Yogurt Plain,327.2,124.71
2025-08-05,Carrots Baby,146.4,24.09
2023-09-30,Carrots Baby,545.3,21.49
2024-06-13,Pineapple,154.8,40.56
2025-02-22,Cheese Feta,231.9,47.6
2025-09-24,Wheat Organic,885.3,31.29
2025-02-08,Soybeans,717.2,41.43
2023-09-29,Cheese Feta,44.4,74.46
2023-09-30,Plums,267.4,95.01
2024-06-24,Oats,1180.5,57.92
2025-05-27,Apples Red,356.1,78.63
2023-12-13,Cauliflower,191.9,28.75
2023-09-17,Cheese Mozzarella,221.5,74.82
2023-08-06,Lettuce,370.6,27.83
2024-02-11,Strawberries,253.9,72.87
2025-10-27,Eggs,127.5,30.42
2024-11-20,Wheat Durum,1903.4,42.01
2025-07-03,Cauliflower,190.2,20.71
2025-05-08,Potatoes Sweet,217.2,26.328
2023-02-20,Milk Fresh,74.3,98.352
2024-02-15,Strawberries,357.8,60.48
2023-09-24,Spinach,172.8,37.82
2023-10-10,Milk Fresh,374.8,75.67
2024-06-18,Wheat Durum,1575.3,48.07
2024-07-12,Broccoli,461.8,31.379999999999995
2023-11-17,Rice Premium,1610.8,43.25
2024-01-18,Barley,610.8,49.85
2024-02-15,Oats,1341.9,46.52
2023-03-30,Eggs,329.7,113.424
2023-05-14,Wheat Durum,838.7,50.79
2025-11-21,Lettuce,752.2,19.01
2024-06-24,Pineapple,381.5,68.15
2025-11-19,Blueberries,447.7,94.04
2025-01-11,Spinach,305.0,20.74
2025-12-18,Pears,242.3,81.49
2025-05-07,Grapes Red,256.6,52.12
2025-02-04,Cauliflower,129.3,31.956
2024-03-11,Yogurt Greek,173.4,148.39
2025-07-16,Raspberries,271.4,91.67
2023-12-05,Cheese Mozzarella,308.8,91.21
2025-07-17,Lettuce,519.7,23.69
2025-04-20,Oranges Navel,51.7,84.33
2025-05-22,Cucumbers,161.8,17.16
2025-07-10,Oranges Navel,384.9,74.99
2024-05-07,Rice Premium,986.7,58.65
2023-09-25,Onions White,204.4,19.296
2025-10-25,Pears,119.8,115.5
2024-03-26,Peaches,281.0,50.292
2024-05-08,Potatoes Sweet,236.1,27.504
2024-08-28,Wheat Organic,514.0,30.6
2023-02-28,Carrots Baby,296.9,38.31
2023-06-12,Strawberries,186.6,43.82
2025-03-29,Butter,73.2,96.41
2025-06-07,Raspberries,120.5,107.748
2025-03-02,Wheat Durum,1275.0,58.13
2024-01-06,Milk Almond,302.1,58.42
2023-10-18,Lettuce,570.0,37.18
2024-03-10,Tomatoes Cherry,481.5,31.93
2024-02-17,Strawberries,366.2,54.708000000000006
2025-01-19,Spinach,158.4,24.11
2025-10-22,Carrots,134.9,42.57599999999999
2025-07-23,Tomatoes Fresh,389.6,32.663999999999994
2025-06-11,Oranges Navel,153.4,91.02
2024-10-21,Peppers Bell,301.3,15.17
2025-11-16,Cheese Mozzarella,26.7,147.97
2024-05-09,Plums,328.0,77.48
2025-10-08,Eggplant,190.0,17.65
2024-04-11,Strawberries,197.1,80.3
2024-12-03,Yogurt Plain,485.4,145.476
2023-09-27,Wheat Durum,1129.2,42.15
2024-12-26,Strawberries,379.6,48.31
2023-12-22,Corn White,1415.0,42.59
2025-07-10,Barley,835.3,47.84
2023-03-25,Spinach,519.1,15.14
2025-08-11,Apples Red,178.0,92.27
2024-02-27,Pineapple,218.5,78.36
2023-09-22,Mangoes,348.2,43.31
2024-02-16,Lettuce,209.4,35.09
2025-07-25,Barley,716.3,33.56
2024-06-09,Oats,1700.3,39.31
2023-12-10,Oranges Navel,310.0,95.9
2023-07-20,Quinoa,584.8,40.28
2023-12-12,Potatoes Sweet,543.6,33.01
2024-04-26,Pears,171.6,85.66
2023-07-15,Milk Almond,248.5,44.568
2023-08-24,Cheese Cheddar,61.8,32.29
2024-09-10,Cheese Mozzarella,222.0,91.63
2025-06-14,Cheese Mozzarella,169.3,49.32
2023-03-07,Plums,161.4,43.87
2023-09-30,Tomatoes Fresh,166.2,20.06
2023-01-10,Eggplant,591.0,29.07
2024-07-12,Cheese Cheddar,485.9,94.788
2024-12-16,Eggplant,490.1,20.3
2023-06-24,Rice Basmati,826.0,30.92
2024-08-09,Zucchini,145.6,30.92
2024-09-24,Cheese Mozzarella,183.2,79.33
2023-11-21,Grapes Red,132.7,82.12
2023-10-30,Milk Almond,301.5,163.212
2024-07-13,Oats,1976.5,50.23
2023-03-17,Butter,362.8,110.69
2025-07-14,Cauliflower,242.8,15.86
2025-09-24,Rice Basmati,1702.6,42.47
2025-02-04,Apples Green,352.7,47.66
2023-08-20,Blueberries,391.0,89.49
2025-07-21,Strawberries,139.0,94.06
2024-11-01,Wheat Durum,1961.9,37.99
2023-08-23,Milk Almond,369.4,69.65
2025-11-09,Onions Red,326.6,29.62
2023-06-22,Plums,329.5,67.36
2025-10-20,Spinach,544.3,31.11
2023-02-23,Apples Green,165.5,76.04
2025-02-05,Cream,458.6,99.15
2023-08-17,Bananas,373.4,45.72
2023-12-26,Soybeans,513.1,56.25
