id,product_name,category,region,date,quantity_sold,unit_price,total_revenue,supplier,customer_type,season,weather_condition,demand_score
8398,Wheat Organic,Grains,Ghaziabad,2024-11-25,519.4,48.25,25061.05,FreshFruits,Retail,Summer,Rainy,5.4
8399,Bananas,Fruits,West Delhi,2023-12-06,91.2,94.48,8616.58,NatureHarvest,Institution,Monsoon,Sunny,7.4
8400,Potatoes Sweet,Vegetables,Noida,2024-05-27,115.1,30.91,3557.74,PremiumAgri,Institution,Winter,Stormy,7.6
8401,Barley,Grains,West Delhi,2024-04-23,1107.1,31.58,34962.22,GreenFields,Restaurant,Autumn,Cloudy,9.3
8402,Wheat Durum,Grains,East Delhi,2024-11-18,882.1,32.44,28615.32,GreenFields,Wholesale,Summer,Cloudy,5.5
8403,Pineapple,Fruits,Central Delhi,2024-08-27,287.5,81.28,23368.0,SmartFarms,Wholesale,Spring,Windy,5.1
8404,Cream,Dairy,Gurgaon,2025-07-19,49.4,59.79,2953.63,PremiumAgri,Institution,Monsoon,Rainy,6.7
8405,Yogurt Plain,Dairy,Ghaziabad,2024-10-12,499.1,90.65,45243.42,UrbanFarms,Wholesale,Winter,Windy,8.7
8406,Eggs,Dairy,Noida,2025-06-08,205.9,112.29,23120.51,FarmFresh,Institution,Summer,Foggy,8.6
8407,Cream,Dairy,Central Delhi,2023-12-17,404.9,49.04,19856.3,DairyBest,Institution,Monsoon,Stormy,8.7
8408,Apples Green,Fruits,Ghaziabad,2025-07-31,224.7,49.29,11075.46,SmartFarms,Restaurant,Monsoon,Sunny,6.0
8409,Oats,Grains,Greater Noida,2023-05-25,1641.8,37.15,60992.87,FreshFruits,Restaurant,Winter,Cloudy,5.7
8410,Carrots,Vegetables,Faridabad,2024-06-24,670.0,18.67,12508.9,FarmFresh,Restaurant,Summer,Stormy,6.9
8411,Barley,Grains,East Delhi,2024-09-17,1272.4,41.16,52371.98,GreenFields,Institution,Autumn,Foggy,8.4
8412,Yogurt Plain,Dairy,Greater Noida,2025-06-11,264.1,39.07,10318.39,FreshFruits,Restaurant,Summer,Windy,6.4
8413,Apples Red,Fruits,Central Delhi,2023-09-02,338.2,50.35,17028.37,SmartFarms,Restaurant,Autumn,Sunny,9.2
8414,Wheat Organic,Grains,East Delhi,2025-02-14,1364.2,34.18,46628.36,AgriCorp Ltd,Wholesale,Monsoon,Rainy,6.8
8415,Barley,Grains,Faridabad,2025-07-19,1950.2,66.744,108470.12,PremiumAgri,Export,Monsoon,Stormy,6.3
8416,Yogurt Plain,Dairy,Greater Noida,2024-11-19,24.3,129.18,3139.07,PremiumAgri,Wholesale,Summer,Stormy,9.9
8417,Milk Almond,Dairy,North Delhi,2023-11-25,229.1,72.67,16648.7,AgriCorp Ltd,Retail,Summer,Foggy,5.1
8418,Cheese Mozzarella,Dairy,Central Delhi,2024-05-29,185.1,128.61,23805.71,OrganicValley,Retail,Winter,Sunny,6.5
8419,Spinach,Vegetables,South Delhi,2025-08-02,398.8,19.032,6324.97,DairyBest,Export,Spring,Stormy,7.2
8420,Cabbage,Vegetables,Gurgaon,2025-01-08,301.1,26.04,7840.64,FreshFruits,Retail,Summer,Rainy,10.0
8421,Bananas,Fruits,Central Delhi,2025-08-04,276.3,41.88,11571.44,OrganicValley,Retail,Spring,Sunny,6.7
8422,Yogurt Greek,Dairy,Ghaziabad,2024-09-19,102.1,138.03,14092.86,FreshFruits,Institution,Autumn,Windy,7.6
8423,Cheese Cheddar,Dairy,Noida,2023-12-17,133.0,77.87,10356.71,FreshFruits,Wholesale,Monsoon,Sunny,5.3
8424,Apples Green,Fruits,Gurgaon,2023-05-26,192.8,42.1,8116.88,FarmFresh,Institution,Winter,Cloudy,7.4
8425,Yogurt Strawberry,Dairy,Central Delhi,2024-06-25,222.8,125.83,28034.92,PremiumAgri,Restaurant,Summer,Cloudy,6.0
8426,Bananas,Fruits,Gurgaon,2025-08-30,136.4,61.7,8415.88,SmartFarms,Restaurant,Spring,Windy,9.9
8427,Yogurt Plain,Dairy,East Delhi,2024-10-05,215.1,108.408,19432.13,AgriCorp Ltd,Export,Winter,Cloudy,8.3
8428,Yogurt Plain,Dairy,West Delhi,2024-02-21,52.8,43.02,2271.46,PremiumAgri,Wholesale,Monsoon,Foggy,6.0
8429,Grapes Green,Fruits,West Delhi,2023-07-25,78.2,43.23,3380.59,FreshFruits,Institution,Monsoon,Sunny,6.7
8430,Peaches,Fruits,Greater Noida,2025-06-04,253.8,46.72,11857.54,PremiumAgri,Restaurant,Summer,Windy,5.1
8431,Apples Green,Fruits,Noida,2024-11-29,97.0,59.196,4785.01,SmartFarms,Export,Summer,Cloudy,8.9
8432,Rice Premium,Grains,Greater Noida,2024-11-25,1461.1,31.24,45644.76,NatureHarvest,Restaurant,Summer,Stormy,5.6
8433,Mangoes,Fruits,Greater Noida,2024-05-09,379.6,90.78,34460.09,OrganicValley,Wholesale,Winter,Cloudy,8.1
8434,Onions Red,Vegetables,West Delhi,2023-04-18,434.8,35.85,15587.58,DairyBest,Institution,Autumn,Rainy,10.0
8435,Lettuce,Vegetables,South Delhi,2025-12-23,193.6,38.76,7503.94,OrganicValley,Retail,Monsoon,Sunny,7.0
8436,Barley,Grains,Gurgaon,2023-06-06,879.0,47.85,42060.15,UrbanFarms,Retail,Summer,Stormy,6.6
8437,Wheat Organic,Grains,Ghaziabad,2024-09-14,1901.9,53.02,100838.74,PremiumAgri,Institution,Autumn,Foggy,5.7
8438,Peaches,Fruits,Noida,2024-08-06,134.6,64.404,7223.98,SmartFarms,Export,Spring,Foggy,9.8
8439,Milk Almond,Dairy,Greater Noida,2024-04-15,147.4,145.11,21389.21,UrbanFarms,Retail,Autumn,Foggy,10.0
8440,Milk Almond,Dairy,North Delhi,2025-07-25,215.1,149.87,32237.04,UrbanFarms,Institution,Monsoon,Cloudy,8.8
8441,Corn Yellow,Grains,Gurgaon,2023-12-21,1166.1,48.67,56754.09,NatureHarvest,Institution,Monsoon,Stormy,7.5
8442,Apples Green,Fruits,North Delhi,2024-05-12,276.3,96.05,26538.62,GreenFields,Retail,Winter,Stormy,7.7
8443,Milk Almond,Dairy,Ghaziabad,2025-04-11,348.5,112.03,39042.46,GreenFields,Retail,Autumn,Stormy,7.5
8444,Potatoes Sweet,Vegetables,Gurgaon,2024-02-16,116.1,29.51,3426.11,FarmFresh,Wholesale,Monsoon,Cloudy,9.2
8445,Milk Fresh,Dairy,East Delhi,2025-07-18,118.5,40.64,4815.84,UrbanFarms,Institution,Monsoon,Windy,6.2
8446,Mangoes,Fruits,Noida,2023-04-27,246.6,61.56,15180.7,FreshFruits,Institution,Autumn,Cloudy,7.8
8447,Peppers Bell,Vegetables,Ghaziabad,2023-08-17,209.7,20.45,4288.36,UrbanFarms,Institution,Spring,Foggy,8.6
8448,Bananas,Fruits,Gurgaon,2025-08-16,248.3,40.92,10160.44,DairyBest,Retail,Spring,Stormy,9.5
8449,Corn Yellow,Grains,Greater Noida,2025-04-23,1887.5,42.38,79992.25,UrbanFarms,Institution,Autumn,Cloudy,8.6
8450,Rice Premium,Grains,West Delhi,2024-05-16,1131.3,38.58,43645.55,NatureHarvest,Wholesale,Winter,Cloudy,9.6
8451,Bananas,Fruits,South Delhi,2023-12-14,136.9,93.2,12759.08,DairyBest,Restaurant,Monsoon,Foggy,6.0
8452,Corn White,Grains,Noida,2024-06-05,1529.1,56.4,86241.24,GreenFields,Institution,Summer,Foggy,8.8
8453,Corn White,Grains,Faridabad,2023-09-23,1743.5,34.85,60760.98,GreenFields,Restaurant,Autumn,Foggy,7.1
8454,Potatoes,Vegetables,Gurgaon,2024-01-31,207.0,20.09,4158.63,OrganicValley,Wholesale,Summer,Rainy,9.4
8455,Apples Red,Fruits,Central Delhi,2024-01-16,306.0,55.14,16872.84,FreshFruits,Restaurant,Summer,Sunny,8.1
8456,Mangoes,Fruits,South Delhi,2023-05-12,197.7,85.18,16840.09,SmartFarms,Restaurant,Winter,Stormy,7.9
8457,Zucchini,Vegetables,North Delhi,2025-03-27,536.7,23.14,12419.24,FarmFresh,Institution,Spring,Foggy,8.8
8458,Plums,Fruits,North Delhi,2025-07-26,111.5,44.3,4939.45,FreshFruits,Retail,Monsoon,Foggy,9.8
8459,Wheat Durum,Grains,North Delhi,2025-05-01,2205.0,54.83,120900.15,AgriCorp Ltd,Retail,Winter,Windy,9.8
8460,Bananas,Fruits,East Delhi,2025-07-17,276.5,95.56,26422.34,FreshFruits,Wholesale,Monsoon,Sunny,8.9
8461,Tomatoes Fresh,Vegetables,Noida,2025-06-26,645.9,27.215999999999998,14649.01,AgriCorp Ltd,Export,Summer,Stormy,8.1
8462,Cauliflower,Vegetables,East Delhi,2025-04-27,525.6,41.388,18127.94,GreenFields,Export,Autumn,Rainy,6.2
8463,Peaches,Fruits,Greater Noida,2025-02-16,379.5,92.22,34997.49,OrganicValley,Institution,Monsoon,Foggy,5.1
8464,Peppers Bell,Vegetables,Faridabad,2023-02-02,362.6,35.93,13028.22,FreshFruits,Institution,Monsoon,Foggy,5.8
8465,Oats,Grains,Greater Noida,2025-06-28,712.9,57.56,41034.52,AgriCorp Ltd,Retail,Summer,Foggy,7.5
8466,Oranges,Fruits,Noida,2023-07-05,307.9,50.07,15416.55,UrbanFarms,Retail,Monsoon,Windy,10.0
8467,Spinach,Vegetables,Gurgaon,2024-02-07,537.8,38.51,20710.68,AgriCorp Ltd,Retail,Monsoon,Foggy,5.8
8468,Peaches,Fruits,Gurgaon,2024-02-27,321.8,53.424,14326.54,GreenFields,Export,Monsoon,Rainy,6.8
8469,Quinoa,Grains,Ghaziabad,2024-04-20,1150.5,45.144,43281.81,GreenFields,Export,Autumn,Rainy,6.8
8470,Yogurt Strawberry,Dairy,East Delhi,2023-03-20,92.9,121.51,11288.28,UrbanFarms,Institution,Spring,Stormy,6.7
8471,Wheat Organic,Grains,Central Delhi,2025-10-31,748.8,48.13,36039.74,GreenFields,Institution,Winter,Cloudy,7.5
8472,Corn Yellow,Grains,Ghaziabad,2024-06-01,1429.5,45.25,64684.88,FarmFresh,Institution,Summer,Sunny,9.3
8473,Onions White,Vegetables,South Delhi,2024-11-09,188.9,36.587999999999994,5759.56,DairyBest,Export,Summer,Foggy,8.4
8474,Wheat Durum,Grains,Noida,2023-10-15,1711.3,54.0,92410.2,PremiumAgri,Wholesale,Winter,Rainy,8.6
8475,Tomatoes Fresh,Vegetables,Central Delhi,2024-07-22,550.7,34.34,18911.04,NatureHarvest,Retail,Monsoon,Stormy,5.2
8476,Wheat Organic,Grains,Ghaziabad,2024-09-24,1394.3,45.97,64095.97,OrganicValley,Restaurant,Autumn,Cloudy,9.9
8477,Plums,Fruits,Ghaziabad,2024-07-19,76.5,65.688,4187.61,PremiumAgri,Export,Monsoon,Windy,9.2
8478,Corn White,Grains,Faridabad,2023-01-05,617.2,32.27,19917.04,FreshFruits,Retail,Summer,Rainy,6.0
8479,Tomatoes Cherry,Vegetables,Central Delhi,2023-11-09,720.3,27.84,20053.15,UrbanFarms,Institution,Summer,Foggy,7.4
8480,Oranges Navel,Fruits,Ghaziabad,2025-11-25,495.3,115.332,47603.28,SmartFarms,Export,Summer,Sunny,8.2
8481,Grapes Red,Fruits,Greater Noida,2024-08-16,181.9,68.79,12512.9,GreenFields,Retail,Spring,Foggy,9.2
8482,Apples Red,Fruits,East Delhi,2023-02-12,144.6,79.15199999999999,9537.82,DairyBest,Export,Monsoon,Stormy,5.1
8483,Onions White,Vegetables,Faridabad,2025-08-29,492.9,34.44,16975.48,SmartFarms,Retail,Spring,Cloudy,7.7
8484,Corn White,Grains,East Delhi,2025-11-17,1071.1,39.672000000000004,35410.57,OrganicValley,Export,Summer,Cloudy,7.3
8485,Plums,Fruits,Central Delhi,2025-01-31,167.8,46.35,7777.53,NatureHarvest,Restaurant,Summer,Cloudy,5.5
8486,Barley,Grains,Gurgaon,2024-11-16,1525.1,63.096,80189.76,NatureHarvest,Export,Summer,Rainy,9.0
8487,Butter,Dairy,Gurgaon,2023-11-18,400.3,139.8,55961.94,NatureHarvest,Institution,Summer,Windy,9.1
8488,Yogurt Plain,Dairy,Faridabad,2024-05-01,454.0,43.44,19721.76,SmartFarms,Institution,Winter,Cloudy,5.7
8489,Carrots Baby,Vegetables,Gurgaon,2024-12-18,373.6,29.21,10912.86,FreshFruits,Institution,Monsoon,Cloudy,6.8
8490,Eggplant,Vegetables,Gurgaon,2025-11-12,459.7,34.51,15864.25,NatureHarvest,Retail,Summer,Foggy,9.7
8491,Barley,Grains,South Delhi,2025-12-17,1779.8,45.58,81123.28,DairyBest,Wholesale,Monsoon,Stormy,5.8
8492,Oats,Grains,East Delhi,2023-11-02,1225.4,36.22,44383.99,GreenFields,Wholesale,Summer,Cloudy,5.1
8493,Soybeans,Grains,Noida,2025-07-12,1513.8,54.0,81745.2,PremiumAgri,Restaurant,Monsoon,Windy,9.2
8494,Potatoes Sweet,Vegetables,Noida,2025-07-08,368.4,26.41,9729.44,FreshFruits,Institution,Monsoon,Cloudy,9.1
8495,Peppers Bell,Vegetables,Gurgaon,2024-08-02,560.6,39.66,22233.4,NatureHarvest,Restaurant,Spring,Rainy,10.0
8496,Cream,Dairy,Central Delhi,2025-05-15,295.7,80.92,23928.04,OrganicValley,Restaurant,Winter,Cloudy,6.3
8497,Cabbage,Vegetables,Ghaziabad,2023-05-22,258.7,37.02,9577.07,PremiumAgri,Wholesale,Winter,Windy,9.9
8498,Corn White,Grains,North Delhi,2023-03-21,1440.0,43.88,63187.2,PremiumAgri,Retail,Spring,Cloudy,6.3
8499,Lettuce,Vegetables,Greater Noida,2024-10-17,322.8,39.96,12899.09,UrbanFarms,Institution,Winter,Stormy,6.0
8500,Corn Yellow,Grains,Gurgaon,2025-01-12,895.5,63.215999999999994,47174.94,FreshFruits,Export,Summer,Cloudy,5.5
8501,Grapes Red,Fruits,South Delhi,2023-12-10,209.3,79.47,16633.07,FarmFresh,Retail,Monsoon,Sunny,6.1
8502,Raspberries,Fruits,Faridabad,2024-10-27,352.9,63.1,22267.99,NatureHarvest,Wholesale,Winter,Cloudy,7.5
8503,Tomatoes Cherry,Vegetables,North Delhi,2023-03-13,403.2,25.03,10092.1,OrganicValley,Institution,Spring,Cloudy,5.9
8504,Milk Almond,Dairy,Ghaziabad,2024-05-16,478.8,38.81,18582.23,DairyBest,Restaurant,Winter,Foggy,5.7
8505,Onions White,Vegetables,Greater Noida,2024-05-12,441.9,31.5,13919.85,OrganicValley,Restaurant,Winter,Foggy,5.9
8506,Zucchini,Vegetables,Faridabad,2025-05-15,190.1,29.1,5531.91,UrbanFarms,Institution,Winter,Sunny,6.9
8507,Eggs Organic,Dairy,West Delhi,2025-05-07,419.4,91.78,38492.53,GreenFields,Wholesale,Winter,Windy,9.3
8508,Onions White,Vegetables,Greater Noida,2025-08-15,407.5,33.42,13618.65,AgriCorp Ltd,Institution,Spring,Windy,6.0
8509,Cheese Cheddar,Dairy,Greater Noida,2023-01-02,470.9,31.85,14998.16,OrganicValley,Wholesale,Summer,Rainy,8.7
8510,Rice Premium,Grains,Gurgaon,2024-05-11,2118.3,58.09199999999999,102546.9,FreshFruits,Export,Winter,Sunny,8.2
8511,Spinach,Vegetables,Noida,2023-10-16,561.8,42.827999999999996,20050.64,SmartFarms,Export,Winter,Sunny,6.8
8512,Eggplant,Vegetables,Ghaziabad,2024-12-06,496.9,25.45,12646.1,AgriCorp Ltd,Restaurant,Monsoon,Sunny,7.2
8513,Milk Fresh,Dairy,Noida,2025-05-12,358.9,77.93,27969.08,PremiumAgri,Institution,Winter,Sunny,8.2
8514,Lettuce,Vegetables,South Delhi,2025-02-25,340.6,24.24,8256.14,DairyBest,Retail,Monsoon,Cloudy,9.2
8515,Cheese Cheddar,Dairy,Greater Noida,2024-12-23,306.4,97.38,29837.23,GreenFields,Wholesale,Monsoon,Rainy,5.6
8516,Eggplant,Vegetables,Gurgaon,2023-01-20,561.3,18.44,10350.37,NatureHarvest,Restaurant,Summer,Windy,7.9
8517,Tomatoes Cherry,Vegetables,Noida,2024-11-09,224.0,38.77,8684.48,GreenFields,Restaurant,Summer,Windy,5.9
8518,Barley,Grains,North Delhi,2025-05-03,805.4,41.43,33367.72,AgriCorp Ltd,Institution,Winter,Rainy,5.9
8519,Eggplant,Vegetables,Faridabad,2024-05-18,263.3,19.73,5194.91,NatureHarvest,Retail,Winter,Windy,9.5
8520,Barley,Grains,West Delhi,2023-03-06,574.6,45.68,26247.73,UrbanFarms,Wholesale,Spring,Rainy,7.5
8521,Potatoes,Vegetables,Gurgaon,2025-12-16,205.9,19.64,4043.88,FreshFruits,Retail,Monsoon,Foggy,9.0
8522,Cauliflower,Vegetables,Gurgaon,2023-09-11,563.9,26.73,15073.05,OrganicValley,Retail,Autumn,Stormy,7.5
8523,Yogurt Strawberry,Dairy,Central Delhi,2024-02-10,211.8,73.91,15654.14,PremiumAgri,Restaurant,Monsoon,Cloudy,7.8
8524,Cabbage,Vegetables,Ghaziabad,2025-09-26,144.1,31.46,4533.39,UrbanFarms,Restaurant,Autumn,Foggy,9.0
8525,Pears,Fruits,Gurgaon,2024-03-29,197.7,118.16399999999999,19467.52,UrbanFarms,Export,Spring,Foggy,9.7
8526,Tomatoes Cherry,Vegetables,Noida,2023-03-29,455.1,22.73,10344.42,AgriCorp Ltd,Restaurant,Spring,Rainy,5.6
8527,Pears,Fruits,Greater Noida,2023-03-31,113.4,72.14,8180.68,NatureHarvest,Restaurant,Spring,Stormy,5.0
8528,Quinoa,Grains,North Delhi,2024-06-20,911.0,62.748,47636.19,FreshFruits,Export,Summer,Windy,8.0
8529,Onions Red,Vegetables,South Delhi,2025-11-19,154.9,39.38,6099.96,PremiumAgri,Wholesale,Summer,Sunny,6.7
8530,Tomatoes Cherry,Vegetables,East Delhi,2024-02-28,460.1,20.95,9639.09,PremiumAgri,Restaurant,Monsoon,Windy,5.1
8531,Corn Yellow,Grains,Greater Noida,2023-07-03,1808.7,51.52,93184.22,AgriCorp Ltd,Restaurant,Monsoon,Cloudy,7.0
8532,Yogurt Plain,Dairy,Gurgaon,2023-02-26,443.4,44.73,19833.28,SmartFarms,Retail,Monsoon,Cloudy,6.5
8533,Tomatoes Cherry,Vegetables,Faridabad,2025-03-23,436.2,31.26,13635.61,OrganicValley,Institution,Spring,Stormy,8.5
8534,Onions White,Vegetables,Greater Noida,2023-01-18,239.7,26.92,6452.72,DairyBest,Institution,Summer,Foggy,6.6
8535,Wheat Organic,Grains,West Delhi,2025-12-31,1017.3,38.0,38657.4,DairyBest,Institution,Monsoon,Stormy,5.3
8536,Soybeans,Grains,Faridabad,2025-12-06,1276.7,34.47,44007.85,PremiumAgri,Institution,Monsoon,Windy,8.4
8537,Apples Green,Fruits,Greater Noida,2023-09-24,267.7,95.34,25522.52,DairyBest,Restaurant,Autumn,Sunny,7.3
8538,Wheat Durum,Grains,Greater Noida,2023-12-11,1409.9,47.74,67308.63,NatureHarvest,Retail,Monsoon,Windy,8.7
8539,Corn White,Grains,Central Delhi,2024-09-06,1821.7,65.46,99373.74,FreshFruits,Export,Autumn,Rainy,6.0
8540,Cucumbers,Vegetables,Greater Noida,2023-08-11,195.8,42.54,6941.11,UrbanFarms,Export,Spring,Windy,8.3
8541,Yogurt Plain,Dairy,Greater Noida,2024-10-05,36.3,32.96,1196.45,UrbanFarms,Wholesale,Winter,Sunny,8.3
8542,Wheat Organic,Grains,West Delhi,2025-07-02,962.7,48.23,46431.02,GreenFields,Institution,Monsoon,Sunny,7.1
8543,Quinoa,Grains,Ghaziabad,2025-06-08,631.3,49.47,31230.41,GreenFields,Retail,Summer,Windy,5.0
8544,Quinoa,Grains,Ghaziabad,2023-06-02,1408.2,44.54,62721.23,OrganicValley,Wholesale,Summer,Sunny,6.2
8545,Corn Yellow,Grains,Ghaziabad,2023-05-30,985.4,40.17,39583.52,GreenFields,Retail,Winter,Foggy,7.3
8546,Strawberries,Fruits,Gurgaon,2025-06-04,376.9,85.19,32108.11,AgriCorp Ltd,Institution,Summer,Foggy,7.9
8547,Quinoa,Grains,Central Delhi,2025-03-07,880.9,34.88,30725.79,PremiumAgri,Restaurant,Spring,Cloudy,7.7
8548,Milk Fresh,Dairy,South Delhi,2025-06-02,152.2,47.7,7259.94,NatureHarvest,Institution,Summer,Sunny,8.5
8549,Cheese Mozzarella,Dairy,Gurgaon,2023-05-29,88.2,51.58,4549.36,PremiumAgri,Wholesale,Winter,Windy,8.1
8550,Oats,Grains,Noida,2023-11-13,1239.6,33.71,41786.92,AgriCorp Ltd,Restaurant,Summer,Sunny,7.0
8551,Mangoes,Fruits,Greater Noida,2023-08-21,104.5,53.85,5627.32,OrganicValley,Retail,Spring,Foggy,8.9
8552,Apples Green,Fruits,West Delhi,2023-01-31,280.2,74.9,20986.98,SmartFarms,Institution,Summer,Windy,9.6
8553,Blueberries,Fruits,East Delhi,2024-08-10,346.9,75.024,21688.19,SmartFarms,Export,Spring,Stormy,7.2
8554,Barley,Grains,Ghaziabad,2024-07-23,1917.8,38.8,74410.64,OrganicValley,Institution,Monsoon,Foggy,7.5
8555,Grapes Red,Fruits,East Delhi,2024-02-04,239.2,59.3,14184.56,AgriCorp Ltd,Restaurant,Monsoon,Windy,9.9
8556,Milk Fresh,Dairy,East Delhi,2025-07-19,420.4,98.85,41556.54,FreshFruits,Wholesale,Monsoon,Sunny,8.0
8557,Apples Red,Fruits,Noida,2024-07-28,331.2,82.25,27241.2,AgriCorp Ltd,Restaurant,Monsoon,Rainy,5.6
8558,Cheese Mozzarella,Dairy,South Delhi,2025-03-07,476.9,54.22,25857.52,OrganicValley,Wholesale,Spring,Foggy,7.7
8559,Cabbage,Vegetables,East Delhi,2023-07-09,131.1,29.531999999999996,3226.37,GreenFields,Export,Monsoon,Windy,6.2
8560,Pears,Fruits,Greater Noida,2025-02-15,76.2,62.556,3972.31,GreenFields,Export,Monsoon,Foggy,9.0
8561,Barley,Grains,Gurgaon,2023-11-19,1462.9,65.01599999999999,79259.92,DairyBest,Export,Summer,Windy,6.6
8562,Potatoes,Vegetables,Central Delhi,2023-09-25,464.1,16.45,7634.44,NatureHarvest,Retail,Autumn,Stormy,9.2
8563,Barley,Grains,Central Delhi,2024-06-08,796.1,32.96,26239.46,NatureHarvest,Institution,Summer,Windy,8.8
8564,Oranges Navel,Fruits,Gurgaon,2023-05-25,329.8,59.46,19609.91,FreshFruits,Wholesale,Winter,Windy,7.2
8565,Rice Premium,Grains,Greater Noida,2023-09-16,1153.7,57.56,66406.97,GreenFields,Wholesale,Autumn,Foggy,6.2
8566,Pears,Fruits,West Delhi,2025-08-14,137.9,52.83,7285.26,UrbanFarms,Restaurant,Spring,Stormy,6.4
8567,Yogurt Plain,Dairy,Faridabad,2023-01-02,400.5,73.04,29252.52,DairyBest,Retail,Summer,Cloudy,8.1
8568,Quinoa,Grains,East Delhi,2024-11-09,714.6,45.98,32857.31,OrganicValley,Retail,Summer,Stormy,8.0
8569,Carrots Baby,Vegetables,North Delhi,2024-05-18,148.4,18.32,2718.69,GreenFields,Institution,Winter,Rainy,9.0
8570,Corn Yellow,Grains,Greater Noida,2024-07-20,601.6,38.68,23269.89,UrbanFarms,Wholesale,Monsoon,Sunny,8.2
8571,Spinach,Vegetables,Central Delhi,2025-05-29,461.5,46.524,17892.36,FarmFresh,Export,Winter,Windy,9.7
8572,Blueberries,Fruits,Gurgaon,2025-07-11,242.3,61.01,14782.72,AgriCorp Ltd,Restaurant,Monsoon,Rainy,7.8
8573,Soybeans,Grains,Gurgaon,2023-08-26,1574.9,34.79,54790.77,UrbanFarms,Retail,Spring,Sunny,8.4
8574,Eggs Organic,Dairy,Central Delhi,2025-06-23,193.9,47.832,7728.85,DairyBest,Export,Summer,Sunny,5.7
8575,Barley,Grains,Greater Noida,2024-02-14,503.6,39.29,19786.44,FreshFruits,Wholesale,Monsoon,Sunny,7.3
8576,Potatoes Sweet,Vegetables,Greater Noida,2024-06-15,707.1,32.7,23122.17,DairyBest,Wholesale,Summer,Sunny,6.5
8577,Milk Fresh,Dairy,East Delhi,2025-07-01,444.5,123.79,55024.66,PremiumAgri,Wholesale,Monsoon,Foggy,7.7
8578,Potatoes Sweet,Vegetables,North Delhi,2025-10-03,360.6,28.51,10280.71,FreshFruits,Retail,Winter,Foggy,5.8
8579,Wheat Durum,Grains,East Delhi,2023-09-26,1520.1,35.6,54115.56,SmartFarms,Retail,Autumn,Foggy,5.4
8580,Cabbage,Vegetables,Central Delhi,2024-05-10,209.3,34.26,7170.62,NatureHarvest,Restaurant,Winter,Rainy,10.0
8581,Pears,Fruits,Faridabad,2023-06-05,396.6,56.41,22372.21,GreenFields,Restaurant,Summer,Windy,7.4
8582,Pears,Fruits,Noida,2023-11-30,497.0,59.35,29496.95,UrbanFarms,Wholesale,Summer,Windy,6.7
8583,Grapes Red,Fruits,Faridabad,2025-11-22,110.1,54.66,6018.07,DairyBest,Wholesale,Summer,Stormy,9.0
8584,Plums,Fruits,South Delhi,2023-02-08,50.5,56.92,2874.46,AgriCorp Ltd,Restaurant,Monsoon,Foggy,5.2
8585,Cabbage,Vegetables,Ghaziabad,2025-09-18,109.3,27.25,2978.42,SmartFarms,Wholesale,Autumn,Stormy,9.0
8586,Onions White,Vegetables,West Delhi,2025-10-30,225.9,20.74,4685.17,PremiumAgri,Retail,Winter,Stormy,8.6
8587,Milk Almond,Dairy,South Delhi,2023-04-25,215.0,80.8,17372.0,UrbanFarms,Wholesale,Autumn,Rainy,9.2
8588,Cream,Dairy,Gurgaon,2023-04-18,135.2,61.32,8290.46,NatureHarvest,Institution,Autumn,Rainy,8.0
8589,Corn Yellow,Grains,North Delhi,2023-11-29,1513.5,45.48,68833.98,DairyBest,Institution,Summer,Foggy,6.1
8590,Yogurt Strawberry,Dairy,North Delhi,2025-10-16,283.0,106.72,30201.76,GreenFields,Wholesale,Winter,Windy,5.0
8591,Quinoa,Grains,Ghaziabad,2025-08-21,1396.5,53.63,74894.29,GreenFields,Wholesale,Spring,Stormy,6.7
8592,Plums,Fruits,West Delhi,2023-09-22,398.4,52.85999999999999,17549.52,FarmFresh,Export,Autumn,Foggy,6.2
8593,Milk Fresh,Dairy,Central Delhi,2024-06-02,289.5,143.71,41604.05,UrbanFarms,Retail,Summer,Foggy,6.5
8594,Broccoli,Vegetables,East Delhi,2025-06-14,321.4,34.536,9249.89,NatureHarvest,Export,Summer,Foggy,9.0
8595,Corn Yellow,Grains,Greater Noida,2024-06-22,1352.4,54.9,74246.76,FreshFruits,Wholesale,Summer,Sunny,6.3
8596,Tomatoes Fresh,Vegetables,South Delhi,2024-05-13,541.3,23.892,10777.28,UrbanFarms,Export,Winter,Windy,5.3
8597,Corn Yellow,Grains,Central Delhi,2024-04-06,1299.4,36.93,47986.84,SmartFarms,Restaurant,Autumn,Windy,7.7
8598,Zucchini,Vegetables,North Delhi,2024-02-15,406.6,29.16,11856.46,UrbanFarms,Restaurant,Monsoon,Foggy,6.3
8599,Broccoli,Vegetables,Central Delhi,2025-02-05,235.5,39.58,9321.09,DairyBest,Wholesale,Monsoon,Stormy,7.1
8600,Potatoes Sweet,Vegetables,North Delhi,2025-03-30,469.3,23.87,11202.19,PremiumAgri,Wholesale,Spring,Cloudy,6.5
8601,Soybeans,Grains,Ghaziabad,2024-09-22,599.5,50.98,30562.51,PremiumAgri,Restaurant,Autumn,Cloudy,6.1
8602,Raspberries,Fruits,East Delhi,2025-11-04,432.2,84.73,36620.31,GreenFields,Institution,Summer,Cloudy,9.3
8603,Yogurt Plain,Dairy,North Delhi,2023-05-26,267.3,115.42,30851.77,PremiumAgri,Retail,Winter,Rainy,8.4
8604,Pineapple,Fruits,North Delhi,2025-09-13,366.8,91.11,33419.15,NatureHarvest,Retail,Autumn,Rainy,6.4
